"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value","R#","Region"
"Suffield School District",900374540,"2015-2016","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Suffield School District",900374540,"2015-2016","Bus Suspension","Sanctions","Number",19,4,"North Central"
"Suffield School District",900374540,"2016-2017","In-School Suspension","Sanctions","Number",211,4,"North Central"
"Suffield School District",900374540,"2016-2017","Out-of-School Suspension","Sanctions","Number",36,4,"North Central"
"Suffield School District",900374540,"2016-2017","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Suffield School District",900374540,"2016-2017","Bus Suspension","Sanctions","Number",18,4,"North Central"
"The Bridge Academy District",NA,"2009-2010","In-School Suspension","Sanctions","Number",91,1,"Southwest"
"The Bridge Academy District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",147,1,"Southwest"
"The Bridge Academy District",NA,"2009-2010","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"The Bridge Academy District",NA,"2009-2010","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"The Bridge Academy District",NA,"2010-2011","In-School Suspension","Sanctions","Number",56,1,"Southwest"
"The Bridge Academy District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",123,1,"Southwest"
"The Bridge Academy District",NA,"2010-2011","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"The Bridge Academy District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"The Bridge Academy District",NA,"2011-2012","In-School Suspension","Sanctions","Number",20,1,"Southwest"
"The Bridge Academy District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",130,1,"Southwest"
"The Bridge Academy District",NA,"2011-2012","Expulsion","Sanctions","Number",10,1,"Southwest"
"The Bridge Academy District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"The Bridge Academy District",NA,"2012-2013","In-School Suspension","Sanctions","Number",17,1,"Southwest"
"The Bridge Academy District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",108,1,"Southwest"
"The Bridge Academy District",NA,"2012-2013","Expulsion","Sanctions","Number",12,1,"Southwest"
"The Bridge Academy District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"The Bridge Academy District",NA,"2013-2014","In-School Suspension","Sanctions","Number",32,1,"Southwest"
"The Bridge Academy District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",48,1,"Southwest"
"The Bridge Academy District",NA,"2013-2014","Expulsion","Sanctions","Number",8,1,"Southwest"
"The Bridge Academy District",NA,"2013-2014","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"The Bridge Academy District",NA,"2014-2015","In-School Suspension","Sanctions","Number",50,1,"Southwest"
"The Bridge Academy District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",52,1,"Southwest"
"The Bridge Academy District",NA,"2014-2015","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"The Bridge Academy District",NA,"2014-2015","Bus Suspension","Sanctions","Number",12,1,"Southwest"
"The Bridge Academy District",NA,"2015-2016","In-School Suspension","Sanctions","Number",32,1,"Southwest"
"The Bridge Academy District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",63,1,"Southwest"
"The Bridge Academy District",NA,"2015-2016","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"The Bridge Academy District",NA,"2015-2016","Bus Suspension","Sanctions","Number",20,1,"Southwest"
"The Bridge Academy District",NA,"2016-2017","In-School Suspension","Sanctions","Number",31,1,"Southwest"
"The Bridge Academy District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",88,1,"Southwest"
"The Bridge Academy District",NA,"2016-2017","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"The Bridge Academy District",NA,"2016-2017","Bus Suspension","Sanctions","Number",12,1,"Southwest"
"The Gilbert School District",NA,"2009-2010","In-School Suspension","Sanctions","Number",88,5,"Western"
"The Gilbert School District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",92,5,"Western"
"The Gilbert School District",NA,"2009-2010","Expulsion","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2010-2011","In-School Suspension","Sanctions","Number",75,5,"Western"
"The Gilbert School District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",38,5,"Western"
"The Gilbert School District",NA,"2010-2011","Expulsion","Sanctions","Number",-9999,5,"Western"
"The Gilbert School District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2011-2012","In-School Suspension","Sanctions","Number",164,5,"Western"
"The Gilbert School District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",86,5,"Western"
"The Gilbert School District",NA,"2011-2012","Expulsion","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2011-2012","Bus Suspension","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2012-2013","In-School Suspension","Sanctions","Number",241,5,"Western"
"The Gilbert School District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",87,5,"Western"
"The Gilbert School District",NA,"2012-2013","Expulsion","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2012-2013","Bus Suspension","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2013-2014","In-School Suspension","Sanctions","Number",283,5,"Western"
"The Gilbert School District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",101,5,"Western"
"The Gilbert School District",NA,"2013-2014","Expulsion","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2014-2015","In-School Suspension","Sanctions","Number",454,5,"Western"
"The Gilbert School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",171,5,"Western"
"The Gilbert School District",NA,"2014-2015","Expulsion","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",209,5,"Western"
"The Gilbert School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",62,5,"Western"
"The Gilbert School District",NA,"2015-2016","Expulsion","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",233,5,"Western"
"The Gilbert School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",67,5,"Western"
"The Gilbert School District",NA,"2016-2017","Expulsion","Sanctions","Number",0,5,"Western"
"The Gilbert School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2009-2010","In-School Suspension","Sanctions","Number",106,5,"Western"
"Thomaston School District",900575730,"2009-2010","Out-of-School Suspension","Sanctions","Number",110,5,"Western"
"Thomaston School District",900575730,"2009-2010","Expulsion","Sanctions","Number",-9999,5,"Western"
"Thomaston School District",900575730,"2009-2010","Bus Suspension","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2010-2011","In-School Suspension","Sanctions","Number",172,5,"Western"
"Thomaston School District",900575730,"2010-2011","Out-of-School Suspension","Sanctions","Number",52,5,"Western"
"Thomaston School District",900575730,"2010-2011","Expulsion","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2010-2011","Bus Suspension","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2011-2012","In-School Suspension","Sanctions","Number",110,5,"Western"
"Thomaston School District",900575730,"2011-2012","Out-of-School Suspension","Sanctions","Number",48,5,"Western"
"Thomaston School District",900575730,"2011-2012","Expulsion","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2011-2012","Bus Suspension","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2012-2013","In-School Suspension","Sanctions","Number",80,5,"Western"
"Thomaston School District",900575730,"2012-2013","Out-of-School Suspension","Sanctions","Number",51,5,"Western"
"Thomaston School District",900575730,"2012-2013","Expulsion","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2012-2013","Bus Suspension","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2013-2014","In-School Suspension","Sanctions","Number",62,5,"Western"
"Thomaston School District",900575730,"2013-2014","Out-of-School Suspension","Sanctions","Number",24,5,"Western"
"Thomaston School District",900575730,"2013-2014","Expulsion","Sanctions","Number",-9999,5,"Western"
"Thomaston School District",900575730,"2013-2014","Bus Suspension","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2014-2015","In-School Suspension","Sanctions","Number",85,5,"Western"
"Thomaston School District",900575730,"2014-2015","Out-of-School Suspension","Sanctions","Number",34,5,"Western"
"Thomaston School District",900575730,"2014-2015","Expulsion","Sanctions","Number",-9999,5,"Western"
"Thomaston School District",900575730,"2014-2015","Bus Suspension","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2015-2016","In-School Suspension","Sanctions","Number",103,5,"Western"
"Thomaston School District",900575730,"2015-2016","Out-of-School Suspension","Sanctions","Number",41,5,"Western"
"Thomaston School District",900575730,"2015-2016","Expulsion","Sanctions","Number",-9999,5,"Western"
"Thomaston School District",900575730,"2015-2016","Bus Suspension","Sanctions","Number",0,5,"Western"
"Thomaston School District",900575730,"2016-2017","In-School Suspension","Sanctions","Number",151,5,"Western"
"Thomaston School District",900575730,"2016-2017","Out-of-School Suspension","Sanctions","Number",24,5,"Western"
"Thomaston School District",900575730,"2016-2017","Expulsion","Sanctions","Number",8,5,"Western"
"Thomaston School District",900575730,"2016-2017","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Thompson School District",901575870,"2009-2010","In-School Suspension","Sanctions","Number",105,3,"Eastern"
"Thompson School District",901575870,"2009-2010","Out-of-School Suspension","Sanctions","Number",56,3,"Eastern"
"Thompson School District",901575870,"2009-2010","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Thompson School District",901575870,"2009-2010","Bus Suspension","Sanctions","Number",10,3,"Eastern"
"Thompson School District",901575870,"2010-2011","In-School Suspension","Sanctions","Number",194,3,"Eastern"
"Thompson School District",901575870,"2010-2011","Out-of-School Suspension","Sanctions","Number",90,3,"Eastern"
"Thompson School District",901575870,"2010-2011","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Thompson School District",901575870,"2010-2011","Bus Suspension","Sanctions","Number",21,3,"Eastern"
"Thompson School District",901575870,"2011-2012","In-School Suspension","Sanctions","Number",134,3,"Eastern"
"Thompson School District",901575870,"2011-2012","Out-of-School Suspension","Sanctions","Number",100,3,"Eastern"
"Thompson School District",901575870,"2011-2012","Expulsion","Sanctions","Number",0,3,"Eastern"
"Thompson School District",901575870,"2011-2012","Bus Suspension","Sanctions","Number",15,3,"Eastern"
"Thompson School District",901575870,"2012-2013","In-School Suspension","Sanctions","Number",96,3,"Eastern"
"Thompson School District",901575870,"2012-2013","Out-of-School Suspension","Sanctions","Number",90,3,"Eastern"
"Thompson School District",901575870,"2012-2013","Expulsion","Sanctions","Number",0,3,"Eastern"
"Thompson School District",901575870,"2012-2013","Bus Suspension","Sanctions","Number",7,3,"Eastern"
"Thompson School District",901575870,"2013-2014","In-School Suspension","Sanctions","Number",54,3,"Eastern"
"Thompson School District",901575870,"2013-2014","Out-of-School Suspension","Sanctions","Number",63,3,"Eastern"
"Thompson School District",901575870,"2013-2014","Expulsion","Sanctions","Number",0,3,"Eastern"
"Thompson School District",901575870,"2013-2014","Bus Suspension","Sanctions","Number",10,3,"Eastern"
"Thompson School District",901575870,"2014-2015","In-School Suspension","Sanctions","Number",55,3,"Eastern"
"Thompson School District",901575870,"2014-2015","Out-of-School Suspension","Sanctions","Number",45,3,"Eastern"
"Thompson School District",901575870,"2014-2015","Expulsion","Sanctions","Number",0,3,"Eastern"
"Thompson School District",901575870,"2014-2015","Bus Suspension","Sanctions","Number",8,3,"Eastern"
"Thompson School District",901575870,"2015-2016","In-School Suspension","Sanctions","Number",94,3,"Eastern"
"Thompson School District",901575870,"2015-2016","Out-of-School Suspension","Sanctions","Number",110,3,"Eastern"
"Thompson School District",901575870,"2015-2016","Expulsion","Sanctions","Number",0,3,"Eastern"
"Thompson School District",901575870,"2015-2016","Bus Suspension","Sanctions","Number",0,3,"Eastern"
"Thompson School District",901575870,"2016-2017","In-School Suspension","Sanctions","Number",126,3,"Eastern"
"Thompson School District",901575870,"2016-2017","Out-of-School Suspension","Sanctions","Number",57,3,"Eastern"
"Thompson School District",901575870,"2016-2017","Expulsion","Sanctions","Number",-9999,3,"Eastern"
"Thompson School District",901575870,"2016-2017","Bus Suspension","Sanctions","Number",-9999,3,"Eastern"
"Tolland School District",901376290,"2009-2010","In-School Suspension","Sanctions","Number",184,4,"North Central"
"Tolland School District",901376290,"2009-2010","Out-of-School Suspension","Sanctions","Number",66,4,"North Central"
"Tolland School District",901376290,"2009-2010","Expulsion","Sanctions","Number",0,4,"North Central"
"Tolland School District",901376290,"2009-2010","Bus Suspension","Sanctions","Number",6,4,"North Central"
"Tolland School District",901376290,"2010-2011","In-School Suspension","Sanctions","Number",272,4,"North Central"
"Tolland School District",901376290,"2010-2011","Out-of-School Suspension","Sanctions","Number",58,4,"North Central"
"Tolland School District",901376290,"2010-2011","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Tolland School District",901376290,"2010-2011","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Tolland School District",901376290,"2011-2012","In-School Suspension","Sanctions","Number",138,4,"North Central"
"Tolland School District",901376290,"2011-2012","Out-of-School Suspension","Sanctions","Number",31,4,"North Central"
"Tolland School District",901376290,"2011-2012","Expulsion","Sanctions","Number",8,4,"North Central"
"Tolland School District",901376290,"2011-2012","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Tolland School District",901376290,"2012-2013","In-School Suspension","Sanctions","Number",214,4,"North Central"
"Tolland School District",901376290,"2012-2013","Out-of-School Suspension","Sanctions","Number",38,4,"North Central"
"Tolland School District",901376290,"2012-2013","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Tolland School District",901376290,"2012-2013","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Tolland School District",901376290,"2013-2014","In-School Suspension","Sanctions","Number",124,4,"North Central"
"Tolland School District",901376290,"2013-2014","Out-of-School Suspension","Sanctions","Number",34,4,"North Central"
"Tolland School District",901376290,"2013-2014","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Tolland School District",901376290,"2013-2014","Bus Suspension","Sanctions","Number",-9999,4,"North Central"
"Tolland School District",901376290,"2014-2015","In-School Suspension","Sanctions","Number",77,4,"North Central"
"Tolland School District",901376290,"2014-2015","Out-of-School Suspension","Sanctions","Number",13,4,"North Central"
"Tolland School District",901376290,"2014-2015","Expulsion","Sanctions","Number",-9999,4,"North Central"
"Tolland School District",901376290,"2014-2015","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Tolland School District",901376290,"2015-2016","In-School Suspension","Sanctions","Number",123,4,"North Central"
"Tolland School District",901376290,"2015-2016","Out-of-School Suspension","Sanctions","Number",22,4,"North Central"
"Tolland School District",901376290,"2015-2016","Expulsion","Sanctions","Number",12,4,"North Central"
"Tolland School District",901376290,"2015-2016","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Tolland School District",901376290,"2016-2017","In-School Suspension","Sanctions","Number",157,4,"North Central"
"Tolland School District",901376290,"2016-2017","Out-of-School Suspension","Sanctions","Number",12,4,"North Central"
"Tolland School District",901376290,"2016-2017","Expulsion","Sanctions","Number",0,4,"North Central"
"Tolland School District",901376290,"2016-2017","Bus Suspension","Sanctions","Number",0,4,"North Central"
"Torrington School District",900576570,"2009-2010","In-School Suspension","Sanctions","Number",559,5,"Western"
"Torrington School District",900576570,"2009-2010","Out-of-School Suspension","Sanctions","Number",336,5,"Western"
"Torrington School District",900576570,"2009-2010","Expulsion","Sanctions","Number",-9999,5,"Western"
"Torrington School District",900576570,"2009-2010","Bus Suspension","Sanctions","Number",15,5,"Western"
"Torrington School District",900576570,"2010-2011","In-School Suspension","Sanctions","Number",681,5,"Western"
"Torrington School District",900576570,"2010-2011","Out-of-School Suspension","Sanctions","Number",347,5,"Western"
"Torrington School District",900576570,"2010-2011","Expulsion","Sanctions","Number",-9999,5,"Western"
"Torrington School District",900576570,"2010-2011","Bus Suspension","Sanctions","Number",-9999,5,"Western"
"Torrington School District",900576570,"2011-2012","In-School Suspension","Sanctions","Number",841,5,"Western"
"Torrington School District",900576570,"2011-2012","Out-of-School Suspension","Sanctions","Number",388,5,"Western"
"Torrington School District",900576570,"2011-2012","Expulsion","Sanctions","Number",13,5,"Western"
"Torrington School District",900576570,"2011-2012","Bus Suspension","Sanctions","Number",23,5,"Western"
"Torrington School District",900576570,"2012-2013","In-School Suspension","Sanctions","Number",602,5,"Western"
"Torrington School District",900576570,"2012-2013","Out-of-School Suspension","Sanctions","Number",307,5,"Western"
"Torrington School District",900576570,"2012-2013","Expulsion","Sanctions","Number",7,5,"Western"
"Torrington School District",900576570,"2012-2013","Bus Suspension","Sanctions","Number",28,5,"Western"
"Torrington School District",900576570,"2013-2014","In-School Suspension","Sanctions","Number",571,5,"Western"
"Torrington School District",900576570,"2013-2014","Out-of-School Suspension","Sanctions","Number",271,5,"Western"
"Torrington School District",900576570,"2013-2014","Expulsion","Sanctions","Number",20,5,"Western"
"Torrington School District",900576570,"2013-2014","Bus Suspension","Sanctions","Number",24,5,"Western"
"Torrington School District",900576570,"2014-2015","In-School Suspension","Sanctions","Number",385,5,"Western"
"Torrington School District",900576570,"2014-2015","Out-of-School Suspension","Sanctions","Number",258,5,"Western"
"Torrington School District",900576570,"2014-2015","Expulsion","Sanctions","Number",6,5,"Western"
"Torrington School District",900576570,"2014-2015","Bus Suspension","Sanctions","Number",22,5,"Western"
"Torrington School District",900576570,"2015-2016","In-School Suspension","Sanctions","Number",514,5,"Western"
"Torrington School District",900576570,"2015-2016","Out-of-School Suspension","Sanctions","Number",241,5,"Western"
"Torrington School District",900576570,"2015-2016","Expulsion","Sanctions","Number",10,5,"Western"
"Torrington School District",900576570,"2015-2016","Bus Suspension","Sanctions","Number",31,5,"Western"
"Torrington School District",900576570,"2016-2017","In-School Suspension","Sanctions","Number",353,5,"Western"
"Torrington School District",900576570,"2016-2017","Out-of-School Suspension","Sanctions","Number",281,5,"Western"
"Torrington School District",900576570,"2016-2017","Expulsion","Sanctions","Number",8,5,"Western"
"Torrington School District",900576570,"2016-2017","Bus Suspension","Sanctions","Number",13,5,"Western"
"Trailblazers Academy District",NA,"2009-2010","In-School Suspension","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trailblazers Academy District",NA,"2009-2010","Expulsion","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2009-2010","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2010-2011","In-School Suspension","Sanctions","Number",7,1,"Southwest"
"Trailblazers Academy District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trailblazers Academy District",NA,"2010-2011","Expulsion","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2010-2011","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2011-2012","In-School Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trailblazers Academy District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trailblazers Academy District",NA,"2011-2012","Expulsion","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2011-2012","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trailblazers Academy District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trailblazers Academy District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",6,1,"Southwest"
"Trailblazers Academy District",NA,"2012-2013","Expulsion","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2012-2013","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2013-2014","In-School Suspension","Sanctions","Number",9,1,"Southwest"
"Trailblazers Academy District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",17,1,"Southwest"
"Trailblazers Academy District",NA,"2013-2014","Expulsion","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2013-2014","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2014-2015","In-School Suspension","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",25,1,"Southwest"
"Trailblazers Academy District",NA,"2014-2015","Expulsion","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2014-2015","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trailblazers Academy District",NA,"2015-2016","In-School Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trailblazers Academy District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",70,1,"Southwest"
"Trailblazers Academy District",NA,"2015-2016","Expulsion","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2016-2017","In-School Suspension","Sanctions","Number",67,1,"Southwest"
"Trailblazers Academy District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",35,1,"Southwest"
"Trailblazers Academy District",NA,"2016-2017","Expulsion","Sanctions","Number",0,1,"Southwest"
"Trailblazers Academy District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Trumbull School District",900177200,"2009-2010","In-School Suspension","Sanctions","Number",52,1,"Southwest"
"Trumbull School District",900177200,"2009-2010","Out-of-School Suspension","Sanctions","Number",136,1,"Southwest"
"Trumbull School District",900177200,"2009-2010","Expulsion","Sanctions","Number",15,1,"Southwest"
"Trumbull School District",900177200,"2009-2010","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trumbull School District",900177200,"2010-2011","In-School Suspension","Sanctions","Number",72,1,"Southwest"
"Trumbull School District",900177200,"2010-2011","Out-of-School Suspension","Sanctions","Number",92,1,"Southwest"
"Trumbull School District",900177200,"2010-2011","Expulsion","Sanctions","Number",17,1,"Southwest"
"Trumbull School District",900177200,"2010-2011","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Trumbull School District",900177200,"2011-2012","In-School Suspension","Sanctions","Number",80,1,"Southwest"
"Trumbull School District",900177200,"2011-2012","Out-of-School Suspension","Sanctions","Number",100,1,"Southwest"
"Trumbull School District",900177200,"2011-2012","Expulsion","Sanctions","Number",11,1,"Southwest"
"Trumbull School District",900177200,"2011-2012","Bus Suspension","Sanctions","Number",0,1,"Southwest"
"Trumbull School District",900177200,"2012-2013","In-School Suspension","Sanctions","Number",97,1,"Southwest"
"Trumbull School District",900177200,"2012-2013","Out-of-School Suspension","Sanctions","Number",87,1,"Southwest"
"Trumbull School District",900177200,"2012-2013","Expulsion","Sanctions","Number",12,1,"Southwest"
"Trumbull School District",900177200,"2012-2013","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trumbull School District",900177200,"2013-2014","In-School Suspension","Sanctions","Number",101,1,"Southwest"
"Trumbull School District",900177200,"2013-2014","Out-of-School Suspension","Sanctions","Number",59,1,"Southwest"
"Trumbull School District",900177200,"2013-2014","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"Trumbull School District",900177200,"2013-2014","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trumbull School District",900177200,"2014-2015","In-School Suspension","Sanctions","Number",82,1,"Southwest"
"Trumbull School District",900177200,"2014-2015","Out-of-School Suspension","Sanctions","Number",55,1,"Southwest"
"Trumbull School District",900177200,"2014-2015","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"Trumbull School District",900177200,"2014-2015","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trumbull School District",900177200,"2015-2016","In-School Suspension","Sanctions","Number",70,1,"Southwest"
"Trumbull School District",900177200,"2015-2016","Out-of-School Suspension","Sanctions","Number",40,1,"Southwest"
"Trumbull School District",900177200,"2015-2016","Expulsion","Sanctions","Number",-9999,1,"Southwest"
"Trumbull School District",900177200,"2015-2016","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Trumbull School District",900177200,"2016-2017","In-School Suspension","Sanctions","Number",113,1,"Southwest"
"Trumbull School District",900177200,"2016-2017","Out-of-School Suspension","Sanctions","Number",46,1,"Southwest"
"Trumbull School District",900177200,"2016-2017","Expulsion","Sanctions","Number",7,1,"Southwest"
"Trumbull School District",900177200,"2016-2017","Bus Suspension","Sanctions","Number",-9999,1,"Southwest"
"Unified School District #1",NA,"2009-2010","In-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2009-2010","Expulsion","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2009-2010","Bus Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2010-2011","In-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2010-2011","Expulsion","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2010-2011","Bus Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2011-2012","In-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2011-2012","Expulsion","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2011-2012","Bus Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2012-2013","In-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2012-2013","Expulsion","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2012-2013","Bus Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2013-2014","In-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2013-2014","Expulsion","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2013-2014","Bus Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2014-2015","In-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2014-2015","Expulsion","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2014-2015","Bus Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2015-2016","In-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2015-2016","Expulsion","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2015-2016","Bus Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2016-2017","In-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",-6666,NA,NA
"Unified School District #1",NA,"2016-2017","Expulsion","Sanctions","Number",-6666,NA,NA
