"District","FIPS","Year","Sanction Type","Variable","Measure Type","Value"
"Park City Prep Charter School District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",60
"Park City Prep Charter School District",NA,"2014-2015","Expulsion","Sanctions","Number",0
"Park City Prep Charter School District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0
"Park City Prep Charter School District",NA,"2015-2016","In-School Suspension","Sanctions","Number",100
"Park City Prep Charter School District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",74
"Park City Prep Charter School District",NA,"2015-2016","Expulsion","Sanctions","Number",-9999
"Park City Prep Charter School District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0
"Park City Prep Charter School District",NA,"2016-2017","In-School Suspension","Sanctions","Number",37
"Park City Prep Charter School District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",54
"Park City Prep Charter School District",NA,"2016-2017","Expulsion","Sanctions","Number",0
"Park City Prep Charter School District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0
"Path Academy District",NA,"2009-2010","In-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2009-2010","Out-of-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2009-2010","Expulsion","Sanctions","Number",-6666
"Path Academy District",NA,"2009-2010","Bus Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2010-2011","In-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2010-2011","Out-of-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2010-2011","Expulsion","Sanctions","Number",-6666
"Path Academy District",NA,"2010-2011","Bus Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2011-2012","In-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2011-2012","Out-of-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2011-2012","Expulsion","Sanctions","Number",-6666
"Path Academy District",NA,"2011-2012","Bus Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2012-2013","In-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2012-2013","Out-of-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2012-2013","Expulsion","Sanctions","Number",-6666
"Path Academy District",NA,"2012-2013","Bus Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2013-2014","In-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2013-2014","Out-of-School Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2013-2014","Expulsion","Sanctions","Number",-6666
"Path Academy District",NA,"2013-2014","Bus Suspension","Sanctions","Number",-6666
"Path Academy District",NA,"2014-2015","In-School Suspension","Sanctions","Number",0
"Path Academy District",NA,"2014-2015","Out-of-School Suspension","Sanctions","Number",94
"Path Academy District",NA,"2014-2015","Expulsion","Sanctions","Number",0
"Path Academy District",NA,"2014-2015","Bus Suspension","Sanctions","Number",0
"Path Academy District",NA,"2015-2016","In-School Suspension","Sanctions","Number",0
"Path Academy District",NA,"2015-2016","Out-of-School Suspension","Sanctions","Number",25
"Path Academy District",NA,"2015-2016","Expulsion","Sanctions","Number",6
"Path Academy District",NA,"2015-2016","Bus Suspension","Sanctions","Number",0
"Path Academy District",NA,"2016-2017","In-School Suspension","Sanctions","Number",0
"Path Academy District",NA,"2016-2017","Out-of-School Suspension","Sanctions","Number",51
"Path Academy District",NA,"2016-2017","Expulsion","Sanctions","Number",-9999
"Path Academy District",NA,"2016-2017","Bus Suspension","Sanctions","Number",0
"Plainfield School District",901559980,"2009-2010","In-School Suspension","Sanctions","Number",309
"Plainfield School District",901559980,"2009-2010","Out-of-School Suspension","Sanctions","Number",124
"Plainfield School District",901559980,"2009-2010","Expulsion","Sanctions","Number",-9999
"Plainfield School District",901559980,"2009-2010","Bus Suspension","Sanctions","Number",47
"Plainfield School District",901559980,"2010-2011","In-School Suspension","Sanctions","Number",306
"Plainfield School District",901559980,"2010-2011","Out-of-School Suspension","Sanctions","Number",117
"Plainfield School District",901559980,"2010-2011","Expulsion","Sanctions","Number",-9999
"Plainfield School District",901559980,"2010-2011","Bus Suspension","Sanctions","Number",101
"Plainfield School District",901559980,"2011-2012","In-School Suspension","Sanctions","Number",359
"Plainfield School District",901559980,"2011-2012","Out-of-School Suspension","Sanctions","Number",145
"Plainfield School District",901559980,"2011-2012","Expulsion","Sanctions","Number",-9999
"Plainfield School District",901559980,"2011-2012","Bus Suspension","Sanctions","Number",70
"Plainfield School District",901559980,"2012-2013","In-School Suspension","Sanctions","Number",302
"Plainfield School District",901559980,"2012-2013","Out-of-School Suspension","Sanctions","Number",176
"Plainfield School District",901559980,"2012-2013","Expulsion","Sanctions","Number",8
"Plainfield School District",901559980,"2012-2013","Bus Suspension","Sanctions","Number",31
"Plainfield School District",901559980,"2013-2014","In-School Suspension","Sanctions","Number",294
"Plainfield School District",901559980,"2013-2014","Out-of-School Suspension","Sanctions","Number",140
"Plainfield School District",901559980,"2013-2014","Expulsion","Sanctions","Number",-9999
"Plainfield School District",901559980,"2013-2014","Bus Suspension","Sanctions","Number",9
"Plainfield School District",901559980,"2014-2015","In-School Suspension","Sanctions","Number",408
"Plainfield School District",901559980,"2014-2015","Out-of-School Suspension","Sanctions","Number",173
"Plainfield School District",901559980,"2014-2015","Expulsion","Sanctions","Number",-9999
"Plainfield School District",901559980,"2014-2015","Bus Suspension","Sanctions","Number",9
"Plainfield School District",901559980,"2015-2016","In-School Suspension","Sanctions","Number",491
"Plainfield School District",901559980,"2015-2016","Out-of-School Suspension","Sanctions","Number",209
"Plainfield School District",901559980,"2015-2016","Expulsion","Sanctions","Number",-9999
"Plainfield School District",901559980,"2015-2016","Bus Suspension","Sanctions","Number",-9999
"Plainfield School District",901559980,"2016-2017","In-School Suspension","Sanctions","Number",179
"Plainfield School District",901559980,"2016-2017","Out-of-School Suspension","Sanctions","Number",200
"Plainfield School District",901559980,"2016-2017","Expulsion","Sanctions","Number",-9999
"Plainfield School District",901559980,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Plainville School District",900360120,"2009-2010","In-School Suspension","Sanctions","Number",146
"Plainville School District",900360120,"2009-2010","Out-of-School Suspension","Sanctions","Number",54
"Plainville School District",900360120,"2009-2010","Expulsion","Sanctions","Number",-9999
"Plainville School District",900360120,"2009-2010","Bus Suspension","Sanctions","Number",6
"Plainville School District",900360120,"2010-2011","In-School Suspension","Sanctions","Number",188
"Plainville School District",900360120,"2010-2011","Out-of-School Suspension","Sanctions","Number",57
"Plainville School District",900360120,"2010-2011","Expulsion","Sanctions","Number",-9999
"Plainville School District",900360120,"2010-2011","Bus Suspension","Sanctions","Number",-9999
"Plainville School District",900360120,"2011-2012","In-School Suspension","Sanctions","Number",184
"Plainville School District",900360120,"2011-2012","Out-of-School Suspension","Sanctions","Number",22
"Plainville School District",900360120,"2011-2012","Expulsion","Sanctions","Number",0
"Plainville School District",900360120,"2011-2012","Bus Suspension","Sanctions","Number",-9999
"Plainville School District",900360120,"2012-2013","In-School Suspension","Sanctions","Number",233
"Plainville School District",900360120,"2012-2013","Out-of-School Suspension","Sanctions","Number",27
"Plainville School District",900360120,"2012-2013","Expulsion","Sanctions","Number",0
"Plainville School District",900360120,"2012-2013","Bus Suspension","Sanctions","Number",-9999
"Plainville School District",900360120,"2013-2014","In-School Suspension","Sanctions","Number",151
"Plainville School District",900360120,"2013-2014","Out-of-School Suspension","Sanctions","Number",28
"Plainville School District",900360120,"2013-2014","Expulsion","Sanctions","Number",0
"Plainville School District",900360120,"2013-2014","Bus Suspension","Sanctions","Number",0
"Plainville School District",900360120,"2014-2015","In-School Suspension","Sanctions","Number",172
"Plainville School District",900360120,"2014-2015","Out-of-School Suspension","Sanctions","Number",25
"Plainville School District",900360120,"2014-2015","Expulsion","Sanctions","Number",-9999
"Plainville School District",900360120,"2014-2015","Bus Suspension","Sanctions","Number",-9999
"Plainville School District",900360120,"2015-2016","In-School Suspension","Sanctions","Number",238
"Plainville School District",900360120,"2015-2016","Out-of-School Suspension","Sanctions","Number",65
"Plainville School District",900360120,"2015-2016","Expulsion","Sanctions","Number",-9999
"Plainville School District",900360120,"2015-2016","Bus Suspension","Sanctions","Number",0
"Plainville School District",900360120,"2016-2017","In-School Suspension","Sanctions","Number",248
"Plainville School District",900360120,"2016-2017","Out-of-School Suspension","Sanctions","Number",59
"Plainville School District",900360120,"2016-2017","Expulsion","Sanctions","Number",0
"Plainville School District",900360120,"2016-2017","Bus Suspension","Sanctions","Number",-9999
"Plymouth School District",900560750,"2009-2010","In-School Suspension","Sanctions","Number",241
"Plymouth School District",900560750,"2009-2010","Out-of-School Suspension","Sanctions","Number",148
"Plymouth School District",900560750,"2009-2010","Expulsion","Sanctions","Number",0
"Plymouth School District",900560750,"2009-2010","Bus Suspension","Sanctions","Number",0
"Plymouth School District",900560750,"2010-2011","In-School Suspension","Sanctions","Number",132
"Plymouth School District",900560750,"2010-2011","Out-of-School Suspension","Sanctions","Number",98
"Plymouth School District",900560750,"2010-2011","Expulsion","Sanctions","Number",0
"Plymouth School District",900560750,"2010-2011","Bus Suspension","Sanctions","Number",0
"Plymouth School District",900560750,"2011-2012","In-School Suspension","Sanctions","Number",64
"Plymouth School District",900560750,"2011-2012","Out-of-School Suspension","Sanctions","Number",68
"Plymouth School District",900560750,"2011-2012","Expulsion","Sanctions","Number",0
"Plymouth School District",900560750,"2011-2012","Bus Suspension","Sanctions","Number",0
"Plymouth School District",900560750,"2012-2013","In-School Suspension","Sanctions","Number",77
"Plymouth School District",900560750,"2012-2013","Out-of-School Suspension","Sanctions","Number",57
"Plymouth School District",900560750,"2012-2013","Expulsion","Sanctions","Number",-9999
"Plymouth School District",900560750,"2012-2013","Bus Suspension","Sanctions","Number",-9999
"Plymouth School District",900560750,"2013-2014","In-School Suspension","Sanctions","Number",57
"Plymouth School District",900560750,"2013-2014","Out-of-School Suspension","Sanctions","Number",46
"Plymouth School District",900560750,"2013-2014","Expulsion","Sanctions","Number",0
"Plymouth School District",900560750,"2013-2014","Bus Suspension","Sanctions","Number",-9999
"Plymouth School District",900560750,"2014-2015","In-School Suspension","Sanctions","Number",83
"Plymouth School District",900560750,"2014-2015","Out-of-School Suspension","Sanctions","Number",27
